Function                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     CPU Time  CPU Time:Effective Time  CPU Time:Spin Time  CPU Time:Spin Time:Imbalance or Serial Spinning  CPU Time:Spin Time:Lock Contention  CPU Time:Spin Time:Other  CPU Time:Overhead Time  CPU Time:Overhead Time:Creation  CPU Time:Overhead Time:Scheduling  CPU Time:Overhead Time:Reduction  CPU Time:Overhead Time:Atomics  CPU Time:Overhead Time:Other  Module                         Function (Full)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           Source File                Start Address
Eigen::internal::unaligned_dense_assignment_loop<0>::run<class Eigen::internal::generic_dense_assignment_kernel<struct Eigen::internal::evaluator<class Eigen::Block<class Eigen::Matrix<double,3,3,0,3,3>,-1,1,0> >,struct Eigen::internal::evaluator<class Eigen::CwiseNullaryOp<struct Eigen::internal::scalar_constant_op<double>,class Eigen::Matrix<double,-1,1,0,3,1> > >,struct Eigen::internal::div_assign_op<double,double>,0> >                                                     0.015s                   0.015s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  test_synthetic_se2_mg_svd.exe  Eigen::internal::unaligned_dense_assignment_loop<0>::run<class Eigen::internal::generic_dense_assignment_kernel<struct Eigen::internal::evaluator<class Eigen::Block<class Eigen::Matrix<double,3,3,0,3,3>,-1,1,0> >,struct Eigen::internal::evaluator<class Eigen::CwiseNullaryOp<struct Eigen::internal::scalar_constant_op<double>,class Eigen::Matrix<double,-1,1,0,3,1> > >,struct Eigen::internal::div_assign_op<double,double>,0> >(class Eigen::internal::generic_dense_assignment_kernel<struct Eigen::internal::evaluator<class Eigen::Block<class Eigen::Matrix<double,3,3,0,3,3>,-1,1,0> >,struct Eigen::internal::evaluator<class Eigen::CwiseNullaryOp<struct Eigen::internal::scalar_constant_op<double>,class Eigen::Matrix<double,-1,1,0,3,1> > >,struct Eigen::internal::div_assign_op<double,double>,0> &,__int64,__int64)                                                                                                                             AssignEvaluator.h          0x1401e07b0  
Eigen::internal::triangular_solver_unroller<Eigen::Transpose<Eigen::Matrix<double,3,3,0,3,3> const > const ,Eigen::Matrix<double,3,1,0,3,1>,2,2,3,0>::run                                                                                                                                                                                                                                                                                                                                      0.015s                   0.015s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  test_synthetic_se2_mg_svd.exe  Eigen::internal::triangular_solver_unroller<Eigen::Transpose<Eigen::Matrix<double,3,3,0,3,3> const > const ,Eigen::Matrix<double,3,1,0,3,1>,2,2,3,0>::run                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 SolveTriangular.h          0x1401bf215  
Eigen::internal::triangular_solver_unroller<Eigen::Matrix<double,3,3,0,3,3> const ,Eigen::Matrix<double,3,1,0,3,1>,1,2,3,0>::run                                                                                                                                                                                                                                                                                                                                                               0.015s                   0.015s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  test_synthetic_se2_mg_svd.exe  Eigen::internal::triangular_solver_unroller<Eigen::Matrix<double,3,3,0,3,3> const ,Eigen::Matrix<double,3,1,0,3,1>,1,2,3,0>::run                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          SolveTriangular.h          0x14019e4ef  
Eigen::internal::llt_inplace<double,1>::unblocked<Eigen::Matrix<double,3,3,0,3,3> >                                                                                                                                                                                                                                                                                                                                                                                                            0.015s                   0.015s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  test_synthetic_se2_mg_svd.exe  Eigen::internal::llt_inplace<double,1>::unblocked<Eigen::Matrix<double,3,3,0,3,3> >                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       LLT.h                      0x140100f90  
Eigen::internal::apply_rotation_in_the_plane_selector<double,double,-1,0,0>::run                                                                                                                                                                                                                                                                                                                                                                                                               0.015s                   0.015s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  test_synthetic_se2_mg_svd.exe  Eigen::internal::apply_rotation_in_the_plane_selector<double,double,-1,0,0>::run                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          Jacobi.h                   0x14017a61e  
Eigen::SimplicialCholeskyBase<class Eigen::SimplicialLDLT<class Eigen::SparseMatrix<double,0,int>,1,class Eigen::AMDOrdering<int> > >::factorize_preordered<1>                                                                                                                                                                                                                                                                                                                                 0.015s                   0.015s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  test_synthetic_se2_mg_svd.exe  Eigen::SimplicialCholeskyBase<class Eigen::SimplicialLDLT<class Eigen::SparseMatrix<double,0,int>,1,class Eigen::AMDOrdering<int> > >::factorize_preordered<1>(class Eigen::SparseMatrix<double,0,int> const &)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           SimplicialCholesky_impl.h  0x1401413f0  
malloc_base                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    0.015s                   0.015s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  ucrtbase.dll                   malloc_base                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               [Unknown]                  0x180010100  
Eigen::CwiseBinaryOp<Eigen::internal::scalar_product_op<double,double>,Eigen::Transpose<Eigen::Block<Eigen::Transpose<Eigen::Matrix<double,-1,-1,0,-1,-1> const > const ,1,-1,1> const > const ,Eigen::Block<Eigen::Matrix<double,-1,-1,0,-1,-1> const ,-1,1,1> const >::{ctor}                                                                                                                                                                                                                0.006s                   0.006s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  test_synthetic_se2_mg_svd.exe  Eigen::CwiseBinaryOp<Eigen::internal::scalar_product_op<double,double>,Eigen::Transpose<Eigen::Block<Eigen::Transpose<Eigen::Matrix<double,-1,-1,0,-1,-1> const > const ,1,-1,1> const > const ,Eigen::Block<Eigen::Matrix<double,-1,-1,0,-1,-1> const ,-1,1,1> const >::{ctor}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           CwiseBinaryOp.h            0x14019bd1d  
Eigen::DenseBase<Eigen::CwiseUnaryOp<Eigen::internal::scalar_abs2_op<double>,Eigen::Block<Eigen::Block<Eigen::Block<Eigen::Matrix<double,-1,-1,0,-1,-1>,-1,1,1>,-1,1,0> const ,-1,1,0> const > >::redux                                                                                                                                                                                                                                                                                        0.005s                   0.005s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  test_synthetic_se2_mg_svd.exe  Eigen::DenseBase<Eigen::CwiseUnaryOp<Eigen::internal::scalar_abs2_op<double>,Eigen::Block<Eigen::Block<Eigen::Block<Eigen::Matrix<double,-1,-1,0,-1,-1>,-1,1,1>,-1,1,0> const ,-1,1,0> const > >::redux                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   Redux.h                    0x14006641e  
func@0x180036137                                                                                                                                                                                                                                                                                                                                                                                                                                                                               0.000s                   0.000s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  MSVCP140.dll                   func@0x180036137                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          [Unknown]                  0x180036137
vtune: Using result path `C:\Users\27118\Desktop\Imperial\abstraction-recovery\cpp\tmp\vtune_hotspots_admin_recheck'
vtune: Executing actions  0 %                                                  vtune: Executing actions  0 % Finalizing results                               vtune: Executing actions 50 % Finalizing results                               vtune: Executing actions 50 % Generating a report                              vtune: Executing actions 50 % Setting data model parameters                    vtune: Executing actions 75 % Setting data model parameters                    vtune: Executing actions 75 % Generating a report                              vtune: Executing actions 100 % Generating a report                             vtune: Executing actions 100 % done
