outer,nonlinear_objective,inner_cycles,pre_sweeps,basis_source,coarse_damping,coarse_damping_mode,outer_damping,outer_damping_mode,e_hat_norm,e_star_norm,e_rel_to_exact,linear_residual_exact,linear_residual_approx,next_pose_gap_to_exact,next_objective_gap_to_exact,num_groups,coarse_dim,raw_full_step_objective,exact_next_objective
10,10767.869762732706,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,32.00952609480117,39.59919529475043,1.1246366263323553,0.0006030616252988542,549290175.4552964,1.1465001807837154,-2879.767194770766,61,244,10767.869762732706,13647.636957503471
11,783.8981776540719,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,24.95860429123795,45.11021254450897,0.4511467422609444,7.012670634143016e-05,546291356.1231657,0.5168894129243148,-50847.08707712496,61,244,783.8981776540719,51630.985254779036
12,30281.256154506722,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,4.45780787813373,20.255652107504293,0.794109314114144,1.1805925730387891e-05,560852304.1689374,0.41420569999814,30081.16754826675,61,244,30281.256154506722,200.088606239972
13,6250466919.573179,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,3330.0884840314766,16.07270065397081,208.04553474916662,2.118680137184092e-05,479731422059.03406,17.32400660215637,6250466789.195891,61,244,6250466919.573179,130.37728824984515
14,439594404.10838485,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,913.1445988488694,3019.5762879007348,0.749847485003323,0.004659502828141871,2136722812.3322403,24.493829557272964,-4367386618.078568,61,244,439594404.10838485,4806981022.186954
15,1042243355.4937445,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,1964.1664586287154,2006.2197047160796,0.0268859767435764,0.005176747521391133,4507771287.844783,1.2757238352211728,81273038.82369888,61,244,1042243355.4937445,960970316.6700456
16,16419236.249523206,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,514.3656356598103,515.4029807976021,0.061503519643274954,0.0018030531113131243,3928447963.531545,0.765537698099551,5794667.164737811,61,244,16419236.249523206,10624569.084785394
17,83506.36891222626,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,38.25243739399749,40.513544830828614,0.21043588418879497,0.00011086628302736224,749485458.5078119,0.20615622930922003,79872.36050857858,61,244,83506.36891222626,3634.008403647673
18,137.41497805632824,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,3.0933135717179083,8.81981641180876,0.7015297872709408,4.17224932450908e-06,14220587.36900218,0.15739722325782018,-22.710775157472995,61,244,137.41497805632824,160.12575321380123
19,109.57278813537108,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,2.957649681852277,6.197099652007208,0.5228586279413894,6.438609143058904e-06,3903025.781047458,0.08239474465037544,1.5705700973526717,61,244,109.57278813537108,108.00221803801841
20,587.6207939734431,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,1.3928057758023302,3.2404989191949714,0.5797173644586013,3.574025199378525e-06,72034684.89329013,0.04822386651432282,479.6782856998743,61,244,587.6207939734431,107.94250827356883
21,5778.847362655622,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,12.171305974507872,1.8767575405510022,5.496181229664467,1.5398932580053494e-06,251081612.05450252,0.26042888881965864,5670.915022782493,61,244,5778.847362655622,107.93233987312969
22,238.3079482683996,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,1.4930912655581279,10.315209255512572,0.9472437437856998,3.5872345708929425e-06,37264246.79821832,0.2490469434172965,129.20707973503124,61,244,238.3079482683996,109.10086853336837
23,3768.4045516482565,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,1.7163777550471564,9.760337131484453,0.8317809582969373,1.1723128292617897e-05,200160505.2026564,0.208296723071978,3658.0620219738967,61,244,3768.4045516482565,110.34252967435974
24,588.7113374582849,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,5.937182961731839,8.115666906360106,0.2797524510518641,5.0902809879393815e-06,87832609.60799451,0.056165375579319526,471.274506664785,61,244,588.7113374582849,117.43683079349992
25,152894.42895485443,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,17.435159931533533,2.2742971738803215,8.65385940655136,4.039437251251361e-06,1263052421.5711963,0.4949565496462939,152786.02663666458,61,244,152894.42895485443,108.40231818985059
26,2464.5180653432444,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,4.983695642333809,19.68650036006851,0.7734533719481833,3.4690558808626564e-05,149305707.24440345,0.38654165654669925,2139.516023980255,61,244,2464.5180653432444,325.0020413629894
27,10470.913673748379,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,1.1622663830622675,15.214206064709403,0.9288882223588928,5.691029000025196e-06,334596814.5407791,0.3584826691964216,10361.132357061391,61,244,10470.913673748379,109.7813166869869
28,2696.275356998878,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,0.6894913893260872,14.134369042515816,0.9569170810762672,1.3908117304014394e-05,167020727.83482876,0.34429417681301716,2585.8007307664607,61,244,2696.275356998878,110.4746262324175
29,195.25789847317625,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,1.8964049439775685,13.524274967649134,0.8610127645203122,1.1641756907860495e-05,29936832.743112195,0.2966905585606717,86.71120353039171,61,244,195.25789847317625,108.54669494278454
30,6801.433237955435,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,3.9494869246601008,11.645048660024194,1.3315234871671968,5.372312827751916e-06,265938653.2807219,0.3938981151673577,6690.78534307794,61,244,6801.433237955435,110.64789487749589
31,594.5181243318808,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,0.8493363376401701,15.51288946350149,1.0135388728260561,1.5134322030183613e-05,72840688.20575827,0.4011218178303572,483.88681643883353,61,244,594.5181243318808,110.63130789304729
32,58159.35653962785,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,3.020511767600629,15.71332078273386,0.8603092059633294,1.9092603338508066e-05,798191657.8573383,0.3489804479394837,58021.9095275327,61,244,58159.35653962785,137.44701209515097
33,999.8239025035845,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,3.655471855074292,13.515764623567499,0.7464738736920371,4.637789721872714e-05,91018289.18869945,0.25728901416424993,758.6824519861823,61,244,999.8239025035845,241.14145051740215
34,43647.37660595659,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,3.2616087808290652,10.096510037059346,0.781744095699865,1.3237113488568988e-05,686536637.8939573,0.20122874878640873,43537.351349111836,61,244,43647.37660595659,110.02525684475714
35,156.863001369764,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,1.9893198263258707,7.896894233383298,0.975006533601696,3.983873463958866e-05,21414652.713322856,0.19638660227394097,43.57975155512665,61,244,156.863001369764,113.28324981463734
36,4932.256825983514,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,2.3279318949846366,7.694818162181536,0.706573929390456,7.195938521017385e-06,229687324.42660478,0.13800149528852956,4823.896979392925,61,244,4932.256825983514,108.35984659059
37,19462.601051183123,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,15.699162769161287,5.43799312391214,3.732304390790646,7.657237551042352e-06,498400227.42007875,0.520189780189941,19354.19486453883,61,244,19462.601051183123,108.4061866442936
38,8213.61149251168,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,8.116514270470073,20.37338157040295,1.0365424127884215,5.8376832888110326e-05,276614558.2739801,0.5352891099908242,7623.25277711401,61,244,8213.61149251168,590.3587153976695
39,488.5381855322484,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,4.09388021263174,21.04064684818602,0.8077859546627825,2.4879693078176383e-05,62328659.79436972,0.43249608163511516,376.8127701383039,61,244,488.5381855322484,111.72541539394452
40,762.2649139638763,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,2.559188944140841,16.995816746582292,0.8499096331715585,1.2115092335238883e-05,83680445.0315386,0.36772422276170424,652.4592642492426,61,244,762.2649139638763,109.80564971463376
