cycle,k_used,cycle_start_residual,pre_coarse_residual,post_coarse_residual,pre_residual_ratio,post_residual_ratio,post_cycle_objective,objective_ratio_to_start,objective_delta_to_start,delta_e_norm,e_post_norm,e_rel_to_exact,num_groups,coarse_dim,outer_sample,ratio_target
8,178,1679174.1950076788,1635580.6594279916,1635529.031980096,0.9740387056272695,0.9740079598904369,144.86523953686856,1.3420060357964654,36.918452657558674,71.13544094967611,2.51912095387049,135.22590804059465,61,244,100,1.0
9,300,1635529.031980096,99794381.44166249,99794382.13284267,61.016575976547365,61.0165763991508,729.0437549128104,6.753732797326513,621.0969680335005,101.1229546423349,3.6783444085041874,195.53384447153854,61,244,100,1.0
10,156,99794382.13284267,61813927.305406675,61814061.78705653,0.6194128966410375,0.6194142442284164,1430.8884330519159,13.255498143281685,1322.941646172606,147.24398011370343,6.332187011751945,338.68908372548174,61,244,100,1.0
1,300,13.880050685144765,83610462.34063603,83610472.2887104,6023786.529116986,6023787.245834424,756.7045240474157,7.011778271803615,648.7854634732468,0.7806253341021627,0.8254833690526706,92735.65955742144,61,244,200,1.0
2,22,83610472.2887104,22039112.489834305,22039140.496202756,0.26359272811822354,0.26359306308067126,2765.901266835596,25.62940459377601,2657.982206261427,1.2826364366639664,0.7248376061073467,81429.1847758585,61,244,200,1.0
3,40,22039140.496202756,21970455.108074818,21970470.51167742,0.996883481543222,0.9968841804635182,217.1363458779383,2.0120296148121883,109.2172853037694,2.0290561890419903,0.45729913799336386,51373.90207120743,61,244,200,1.0
4,36,21970470.51167742,19107619.66039091,19107635.65973348,0.8696955147244165,0.869696242944714,528.492082194044,4.8971152953173664,420.5730216198751,3.1906789233701986,0.6608273402319284,74238.20890924324,61,244,200,1.0
5,55,19107635.65973348,2598525.056470578,2598434.0834435797,0.1359940655528923,0.13598930447053664,128.5209856604317,1.1909016347682515,20.601925086262796,5.00012484995371,0.23375090524374284,26260.497142224944,61,244,200,1.0
6,227,2598434.0834435797,532088.6022597924,532090.476908374,0.20477279206353427,0.20477351351673315,108.17494017114667,1.0023710324720805,0.2558795969777634,7.309122969562205,0.5360472423344107,60220.21707454521,61,244,200,1.0
7,300,532090.476908374,6136736.8391983565,6136739.722117315,11.533258168525919,11.533263586625065,111.62390852748092,1.0343298758680892,3.7048479533120116,10.429400118521057,0.3797084501394384,42657.02492136068,61,244,200,1.0
8,300,6136739.722117315,13585873.716746878,13585878.443190925,2.2138585522508425,2.2138593224389655,127.80740513365924,1.1842894522401979,19.888344559490335,14.786220619268786,0.7109852896190375,79872.47564360777,61,244,200,1.0
9,232,13585878.443190925,7811519.703196827,7811527.790929196,0.574973472334567,0.5749740676389047,114.09145341136393,1.0571946494377882,6.172392837195019,21.249303732280076,0.7179114744667592,80650.38403726352,61,244,200,1.0
10,300,7811527.790929196,94120309.99220057,94120321.5558492,12.048899077270615,12.048900557601856,968.2399228144911,8.971908369690214,860.3208622403222,30.151921871788183,1.1457979660690236,128718.98607943738,61,244,200,1.0
1,300,0.000247672314702681,357110648.1218971,357110703.25589633,1441867447116.9363,1441867669725.5847,11956.428577104392,110.79070289805027,11848.509516530268,15.466620979490544,10.202418219236236,559923.2318737458,61,244,300,1.0
2,111,357110703.25589633,346322079.46118784,346322143.16748846,0.969789133463811,0.9697893118575136,11468.605816293702,106.27043781961557,11360.686755719578,21.332153410857543,10.195955762004617,559568.6548083319,61,244,300,1.0
3,47,346322143.16748846,326991443.61403245,326992066.98874366,0.9441828946406489,0.9441846946257885,21932.443898758618,203.23049313141945,21824.524838184494,29.346870745380894,8.815089786198039,483784.74719855766,61,244,300,1.0
4,47,326992066.98874366,5717421.356623516,5710618.7485567285,0.01748489316354067,0.017464089576073143,18113.094848484492,167.83962677328583,18005.175787910368,43.32723718507906,7.964950211471056,437128.086480255,61,244,300,1.0
5,300,5710618.7485567285,102827235.6429855,102827291.49153441,18.006321236026043,18.006331015797972,689.5053094963646,6.389096660295548,581.5862489222412,59.82503777669089,6.223924211401851,341577.9660861184,61,244,300,1.0
6,198,102827291.49153441,99586249.66019231,99586340.09626445,0.9684807235090022,0.9684816030038409,789.9321588943399,7.319672305262341,682.0130983202165,84.51792599049975,6.520551072326659,357857.5477603273,61,244,300,1.0
7,226,99586340.09626445,61047396.47121344,61047488.04045821,0.6130097402133906,0.6130106597094247,200.15928452483715,1.8547167058349188,92.24022395071378,118.79481937929677,6.531188399034914,358440.72168083803,61,244,300,1.0
8,250,61047488.04045821,27285735.912078816,27285855.291926812,0.44695919173604076,0.4469611472603683,258.7588691558262,2.3977123946339365,150.8398085817028,167.7228772057743,7.696130682156127,422374.76329500583,61,244,300,1.0
9,236,27285855.291926812,11818800.962457366,11818860.633922214,0.43314753508768505,0.43314972198870794,1702.3373734803122,15.77420489414912,1594.418312906189,237.123366395532,10.115573983854237,555156.3392159161,61,244,300,1.0
10,213,11818860.633922214,1308718.5360878767,1306928.3387061001,0.11073136206815264,0.1105798925283022,1708.3886181101734,15.830276959618084,1600.4695575360502,338.249094015421,12.507943973999106,686453.15418452,61,244,300,1.0
